artifact_group	relative_path	reference_sha256	reproduced_sha256	byte_equal	semantic_status	notes
source_to_frozen_input	bundle/evaluation_inputs/scaffold_audit.tsv.gz	fa0029ef5b7822ad5ca93f7bd93ac808f85f1e0c02e827fa91be375031b2d7af	fa0029ef5b7822ad5ca93f7bd93ac808f85f1e0c02e827fa91be375031b2d7af	true	COMPLETED_EXACT_SHA256	Fresh official acquisition/rebuild; reference file used only for comparison.
source_to_frozen_input	bundle/evaluation_inputs/homology_0_30.tsv.gz	3a8247ed8f683fe6fce5fb345f56e3ec73a872b065eca922e92e494f084a1793	3a8247ed8f683fe6fce5fb345f56e3ec73a872b065eca922e92e494f084a1793	true	COMPLETED_EXACT_SHA256	Fresh official acquisition/rebuild; reference file used only for comparison.
source_to_frozen_input	bundle/evaluation_inputs/homology_0_50.tsv.gz	ec3bbd435f73bc1c724efdfd94ac10c32d6f9a55bd6c9a9349233a01e5dc7f5b	ec3bbd435f73bc1c724efdfd94ac10c32d6f9a55bd6c9a9349233a01e5dc7f5b	true	COMPLETED_EXACT_SHA256	Fresh official acquisition/rebuild; reference file used only for comparison.
source_to_frozen_input	bundle/evaluation_inputs/homology_0_70.tsv.gz	ec3bbd435f73bc1c724efdfd94ac10c32d6f9a55bd6c9a9349233a01e5dc7f5b	ec3bbd435f73bc1c724efdfd94ac10c32d6f9a55bd6c9a9349233a01e5dc7f5b	true	COMPLETED_EXACT_SHA256	Fresh official acquisition/rebuild; reference file used only for comparison.
source_to_frozen_input	data/processed/chembl31_human_target_catalogue_v1/chembl31_human_single_protein_targets_v1.tsv.gz	9d50f497b5304028585b12506f52a5377301db8c6eb14d9da16ac8c24e3cdc3a	9d50f497b5304028585b12506f52a5377301db8c6eb14d9da16ac8c24e3cdc3a	true	COMPLETED_EXACT_SHA256	Fresh official acquisition/rebuild; reference file used only for comparison.
source_to_frozen_input	data/processed/chembl31_human_target_catalogue_v1/chembl31_human_single_protein_targets_v1.fasta	e8c3f0b17a3231853b1e86d4a63c232a716692f62d38c238ce0eb90fffb676bc	e8c3f0b17a3231853b1e86d4a63c232a716692f62d38c238ce0eb90fffb676bc	true	COMPLETED_EXACT_SHA256	Fresh official acquisition/rebuild; reference file used only for comparison.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/audit/before_after_v1/metric_change_aggregate.tsv	e08d3d1e0072a766a1c8699bc6233ed4cedaa064fc476ddcff7c8da61cb4f8d5	e08d3d1e0072a766a1c8699bc6233ed4cedaa064fc476ddcff7c8da61cb4f8d5	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/audit/before_after_v1/rank_change_aggregate_by_baseline.tsv	450ef8071b530cf444e3321c1d11f41938c7edc95ebad5ecf97e75af2e536894	450ef8071b530cf444e3321c1d11f41938c7edc95ebad5ecf97e75af2e536894	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/audit/document_component_bootstrap_v1/document_component_bootstrap_focus_contrast.tsv	284d12df6d2cf05007e8f129d50bfccf98b5f0d735d10e155f38756b8de9305d	284d12df6d2cf05007e8f129d50bfccf98b5f0d735d10e155f38756b8de9305d	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/audit/document_component_bootstrap_v1/document_component_bootstrap_metrics.tsv	13d132f7f1028153755bc0cd8e8de38d618656463e5d9c916a9a58a426b93b26	13d132f7f1028153755bc0cd8e8de38d618656463e5d9c916a9a58a426b93b26	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/audit/document_component_bootstrap_v1/document_component_scope_summary.tsv	fe79346e43057099a49414131131ad328b6f4185fff55394d49f5403a100084f	fe79346e43057099a49414131131ad328b6f4185fff55394d49f5403a100084f	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/audit/endpoint_score_attribution_posthoc_v1/endpoint_score_attribution_aggregate.tsv	993474131fe6ded05d0e3478a2655fc05de9db552353a9868cc01a165f39f88d	993474131fe6ded05d0e3478a2655fc05de9db552353a9868cc01a165f39f88d	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/audit/entity_unresolved_v1/unresolved_reason_counts.tsv	83994d32d54fa0f69a486f4101fc7d3def861a0d8b2e310c5649aefcc05f9b8e	83994d32d54fa0f69a486f4101fc7d3def861a0d8b2e310c5649aefcc05f9b8e	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/audit/score_degeneracy_ties_v1/rank_score_aggregate_by_baseline.tsv	5d300cfb9031ce06615f048f68f628d1396eba360418833c51aa336b3ab73f89	5d300cfb9031ce06615f048f68f628d1396eba360418833c51aa336b3ab73f89	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/audit/score_degeneracy_ties_v1_direct_unwrapped/rank_score_aggregate_by_baseline.tsv		5d300cfb9031ce06615f048f68f628d1396eba360418833c51aa336b3ab73f89	false	ADDITIONAL_DIAGNOSTIC_OUTPUT	Clean-run direct-wrapper diagnostic retained; the authoritative tie output is compared separately.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/audit/source_concentration_v1/cross_cohort_source_overlap.tsv	b230c88b1838750be94f46986c7b0d951e0387df72d36dec776a53863973a80d	b230c88b1838750be94f46986c7b0d951e0387df72d36dec776a53863973a80d	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/audit/source_concentration_v1/row_date_precision_attrition.tsv	747cffba0bec464544c145d880c62f9efadd765a09eff180d66bf65febddda0f	747cffba0bec464544c145d880c62f9efadd765a09eff180d66bf65febddda0f	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/audit/source_concentration_v1/source_concentration_by_cohort.tsv	3e0e8951a64820f9ac9e9a6661652b3f5747ea1edb04d20c585aa7cf5c47cc89	3e0e8951a64820f9ac9e9a6661652b3f5747ea1edb04d20c585aa7cf5c47cc89	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/audit/top100_exhaustive_v1/top100_exhaustive_fidelity.tsv	7b076c2a8768dbed4fe6b1bd547a91122edd2df9d8a0f644d4a0850533b7f60c	7b076c2a8768dbed4fe6b1bd547a91122edd2df9d8a0f644d4a0850533b7f60c	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/audit/top100_exhaustive_v1/top100_exhaustive_metric_differences.tsv	ba11a912fba97c7bdd52ac04b69a3f6b37cce329069bfa7d1251a41982327653	ba11a912fba97c7bdd52ac04b69a3f6b37cce329069bfa7d1251a41982327653	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/evaluation/corrective_aggregate_metrics.tsv.gz	fac75f28185cc4e2d320ab45ddba5d07d4857c85ce477e62ec4ae960ff656ea8	fac75f28185cc4e2d320ab45ddba5d07d4857c85ce477e62ec4ae960ff656ea8	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/evaluation/corrective_baseline_bootstrap_metrics.tsv.gz	07e1adc7c14b073de4a06e576cb7435da1d280488547411b9ab07ba5197c4c8f	07e1adc7c14b073de4a06e576cb7435da1d280488547411b9ab07ba5197c4c8f	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/evaluation/corrective_focus_pair_neighbor_minus_morgan.tsv.gz	151377f24ed98a82830cd3ce7f17617d4b7f42e863204153317958b6eed28590	151377f24ed98a82830cd3ce7f17617d4b7f42e863204153317958b6eed28590	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/evaluation/corrective_paired_bootstrap_contrasts.tsv.gz	b52b0c4f41f1954dcea69160a8f0df1e8060d8c360cf0452659792111597e5fb	b52b0c4f41f1954dcea69160a8f0df1e8060d8c360cf0452659792111597e5fb	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/evaluation/corrective_scope_denominator_audit.tsv.gz	649f3fb43f5825a575f396425c12e049bd3df8e0ee0a0339bdc1822ca4ab54bf	649f3fb43f5825a575f396425c12e049bd3df8e0ee0a0339bdc1822ca4ab54bf	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	author_run_strict_ab_asof_cutoff_execution_v1_20260728/score/corrective_prediction_ranks.tsv.gz	87739aa818744c7084088d13c386444aa41bbef38c257083325298003181479e	87739aa818744c7084088d13c386444aa41bbef38c257083325298003181479e	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/figures/Figure_1_source_aware_temporal_endpoint.png	1beb56cac3b25a11912f15d45d101d58ff05e385fce7a64aebfb9bf28efeefb4	428e6e2686d99be532e44c129d3cb25c9d2697c6c3af584b0bdf7946fe9dbe9f	false	RENDERING_DIFFERENCE_SOURCE_DATA_EXACT	shape_equal=false; clean=4193x2639; reference=4186x2637
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/figures/Figure_1_source_data.tsv	fd3832fb0dbbfd623be467d7f7a4c83c961750b59d6874539ca2237d26a6671d	fd3832fb0dbbfd623be467d7f7a4c83c961750b59d6874539ca2237d26a6671d	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/figures/Figure_2_corrected_retrieval_performance.png	8a2c7278370a5654112a8b649a3479dedd5985c77f8423a8541360442fdc3fea	7a50ffebf4deb5af64d8aa4e7a927742a41d681c2162c69e6d3d1f3d057e2db2	false	RENDERING_DIFFERENCE_SOURCE_DATA_EXACT	shape_equal=false; clean=7232x4745; reference=7228x4745
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/figures/Figure_2_source_data.tsv	a71973576e73afd2b3645f800e22d81addb0ac88cb7e27672aa4ea0fba35a1cf	a71973576e73afd2b3645f800e22d81addb0ac88cb7e27672aa4ea0fba35a1cf	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/figures/Figure_3_dependence_and_fidelity_audits.png	d77642f80671f9c36d4f9e7106478973b8aed6ef1975dc3a49fc28a3974c6cdd	0309c6eeedbaa1a369d34b69f10bfc954e7d2e2708ab6e4b178bc4896a667f84	false	RENDERING_DIFFERENCE_SOURCE_DATA_EXACT	shape_equal=true; mean_absolute_channel_delta=2.327626567; max_delta=219
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/figures/Figure_3_source_data.tsv	3cf06712dbd68fa144f5c645083f1384a670a352ae9e1025b06c5271bde7a5ff	3cf06712dbd68fa144f5c645083f1384a670a352ae9e1025b06c5271bde7a5ff	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/figures/Figure_4_policy_robustness.png	f411f970517178daf2838c5790f32ef09bd93bf868b3e62d7c542b1666f86c68	aa885a29f6ca4ca0a126dd5de654534645fe35e026adea5757c2262aefd99e66	false	RENDERING_DIFFERENCE_SOURCE_DATA_EXACT	shape_equal=false; clean=4481x2574; reference=4477x2573
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/figures/Figure_4_source_data.tsv	2f797cf7e2f0327070bd5a2e4c732fc6af4bd6e14c55b5fd4e7bb9786c6a6a6e	2f797cf7e2f0327070bd5a2e4c732fc6af4bd6e14c55b5fd4e7bb9786c6a6a6e	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/figures/Figure_5_cold_scope_similarity.png	e4202c8a18ef746636346e0a50a8dad7e6999a0b0767a00334cfe6c1308ee9c3	e4202c8a18ef746636346e0a50a8dad7e6999a0b0767a00334cfe6c1308ee9c3	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/figures/Figure_5_source_data.tsv	f0f27a2304b0d91ce35d4971c1664d14d7d68f5f1331233a33268be57ed692a2	f0f27a2304b0d91ce35d4971c1664d14d7d68f5f1331233a33268be57ed692a2	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/figures/Figure_S1_source_data.tsv	d44d6af830e64c6c5ae78d2476b12fbcee67d3766be6823ef4641ee27e86ffba	d44d6af830e64c6c5ae78d2476b12fbcee67d3766be6823ef4641ee27e86ffba	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/figures/Figure_S1_top100_exhaustive_fidelity.png	00639a9e6c28b98fbd1ec3cff5d5a9689443cb8145004781ff1578a8efc6c9a7	da6b84f9254c4cb9b8b90b73cfd93c9cfe4f58f226538676eb6616f251ccc892	false	RENDERING_DIFFERENCE_SOURCE_DATA_EXACT	shape_equal=false; clean=3951x1940; reference=3947x1941
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/tables/Table_1_temporal_repair_flow.tsv	27b54c02b4282b0270a082146564f82f26d711bc9a8b6460a531646941dc9bb8	27b54c02b4282b0270a082146564f82f26d711bc9a8b6460a531646941dc9bb8	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/tables/Table_2_historical_before_after_audit.tsv	2fe8b9dc899e41626290e4b6ff7c62481b87249035b70ad868101f673ea4cc23	2fe8b9dc899e41626290e4b6ff7c62481b87249035b70ad868101f673ea4cc23	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/tables/Table_3_corrected_aggregate_performance.tsv	166da0da4be28bcfe67f6e6a79c40e6842ecbba88bcb9ca396c1372be00dda3f	166da0da4be28bcfe67f6e6a79c40e6842ecbba88bcb9ca396c1372be00dda3f	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/tables/Table_4_corrected_bootstrap_summaries.tsv	5376bc7c8509ddc49beb7bd3473b66bc0001a228e516ccdd88f1300d93a83aa9	5376bc7c8509ddc49beb7bd3473b66bc0001a228e516ccdd88f1300d93a83aa9	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/tables/Table_5_score_degeneracy_and_ties.tsv	165116b94cd2135a97718ae1dc4001fef98c3ac58239945de5e2c94dfa83d883	165116b94cd2135a97718ae1dc4001fef98c3ac58239945de5e2c94dfa83d883	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/tables/Table_6_claim_evidence_use_boundaries.tsv	185b1c9954b0f9c80451cf3206ba9120ff61e1eb82c37584c76980985a2d4281	185b1c9954b0f9c80451cf3206ba9120ff61e1eb82c37584c76980985a2d4281	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/tables/Table_S10_unresolved_entity_bounds.tsv	937afb97d5c7f3ca5336bf568cbe2e8196f410386244eee5f9964a2d2ce69581	937afb97d5c7f3ca5336bf568cbe2e8196f410386244eee5f9964a2d2ce69581	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/tables/Table_S11_maximum_similarity_distributions.tsv	3ea10329f7a15b255688f1f997096d0239035d497161aeeb97bf08b13f0e1b5c	3ea10329f7a15b255688f1f997096d0239035d497161aeeb97bf08b13f0e1b5c	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/tables/Table_S12_rights_and_controlled_access.tsv	af98c392811315db5dcff4bd65b03287604deca5694d6caa9c2be02f4006f2d6	af98c392811315db5dcff4bd65b03287604deca5694d6caa9c2be02f4006f2d6	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/tables/Table_S1_scope_mask_integrity.tsv	7b2af7ab6ba6012394630c478b3a69f1db837bc0523a698f2a9ead57ce3c2b91	7b2af7ab6ba6012394630c478b3a69f1db837bc0523a698f2a9ead57ce3c2b91	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/tables/Table_S2_top100_exhaustive_fidelity.tsv	4ffa875270beab61a72af96f99724e88c8b7fceed41361842e559925ce4539be	4ffa875270beab61a72af96f99724e88c8b7fceed41361842e559925ce4539be	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/tables/Table_S3_zero_and_failure_accounting.tsv	94e2e3fc50a609cdc869b2e32336ee583d5aea96fd5fee6857f390d28d1f1466	94e2e3fc50a609cdc869b2e32336ee583d5aea96fd5fee6857f390d28d1f1466	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/tables/Table_S4_pmid_document_dependence.tsv	2da7946d47e90f71273c19913a740ef59be66f96984dfdec82cd4202d1a25000	2da7946d47e90f71273c19913a740ef59be66f96984dfdec82cd4202d1a25000	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/tables/Table_S5_frozen_unresolved_exclusions.tsv	840eef58326cb95a31d5fe2cb159273adcd30bfb6db2fe10ee102deba02e12ff	840eef58326cb95a31d5fe2cb159273adcd30bfb6db2fe10ee102deba02e12ff	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/tables/Table_S6_reproducibility_and_release.tsv	8c5e84d265ac758e500e936d592675878903fb92c8945c87b0a23e2fcb99c7b4	02ef09c995d31bf1d1fd039895bdda8d8bd0b09069d29ce20e642bb223225249	false	EXPECTED_CONTROL_METADATA_DIFFERENCE	Fresh paths, runtime, memory, and control hashes differ.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/tables/Table_S7_tie_aware_retrieval.tsv	1349d6a2d3943f6354b82ecd882c243f132e06234a97d32be8bd5cd5f5799de1	1349d6a2d3943f6354b82ecd882c243f132e06234a97d32be8bd5cd5f5799de1	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/tables/Table_S8_date_precision_policy.tsv	cee7209a7713ab2c643e107443b24a9d1e8bfb27d03a1673163e75d197a0549e	cee7209a7713ab2c643e107443b24a9d1e8bfb27d03a1673163e75d197a0549e	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	manuscript_molecular_diversity_v4_20260729/tables/Table_S9_weight_and_structure_policy.tsv	e287465296e696e94e91945138b7c8252bb142c43e6a0ceb68542250f159e58a	e287465296e696e94e91945138b7c8252bb142c43e6a0ceb68542250f159e58a	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_date_policy_v1_20260729/outputs/interval_status_counts.tsv	f03d52c16bb44e640fd5aa25ce2341acebd7f8ac0b8b218e68b99e25d28b54ea	f03d52c16bb44e640fd5aa25ce2341acebd7f8ac0b8b218e68b99e25d28b54ea	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_date_policy_v1_20260729/outputs/recall_at_50.tsv	a69f78f40f163dcc711fdd1d4554e3b04d199df388f3f55ea15443ca0ab9f0f0	a69f78f40f163dcc711fdd1d4554e3b04d199df388f3f55ea15443ca0ab9f0f0	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_date_policy_v1_20260729/outputs/scenario_equivalence.tsv	c10c1dcebc1f2cd9e853b2a35d6c0e61e863f295199e7857b3fa69572a7861c0	c10c1dcebc1f2cd9e853b2a35d6c0e61e863f295199e7857b3fa69572a7861c0	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_date_policy_v1_20260729/outputs/scenario_history_summary.tsv	219bae34f8cd5ab9f57e7862cbe3c6f14c7e83a7250f48286da8bd0a0c206370	219bae34f8cd5ab9f57e7862cbe3c6f14c7e83a7250f48286da8bd0a0c206370	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_date_policy_v1_20260729/outputs/scenario_structure_summary.tsv	9395451f03c8495bd1a94b5eb3a4a0e87b3dedb5dbcce693cd940be78b780ba8	9395451f03c8495bd1a94b5eb3a4a0e87b3dedb5dbcce693cd940be78b780ba8	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_date_policy_v1_20260729/outputs/scope_denominators.tsv	dd154ca6816a85f1fe722ae0d45c3ccca5a346f3ac91ca4aacd5bc4d196b5007	dd154ca6816a85f1fe722ae0d45c3ccca5a346f3ac91ca4aacd5bc4d196b5007	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_date_policy_v1_20260729/outputs/score_rank_change_summary.tsv	e285aad6725c0e8a16039aefa19cb7ce160b155f611a33614734cab29b0e2b92	e285aad6725c0e8a16039aefa19cb7ce160b155f611a33614734cab29b0e2b92	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_review_matrix_v1_20260729/max_similarity_summary.tsv	3ea10329f7a15b255688f1f997096d0239035d497161aeeb97bf08b13f0e1b5c	3ea10329f7a15b255688f1f997096d0239035d497161aeeb97bf08b13f0e1b5c	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_review_matrix_v1_20260729/reviewer_comment_matrix.md	165d2c0269b3bf1eca2d927ff14d9203babf51f0ac8e6d38855d272979d92917	165d2c0269b3bf1eca2d927ff14d9203babf51f0ac8e6d38855d272979d92917	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_review_matrix_v1_20260729/reviewer_comment_matrix.tsv	24507f01812b2f6c536ad408c3154cc9d80fb31d8840ef5e4e9349edb96534cd	24507f01812b2f6c536ad408c3154cc9d80fb31d8840ef5e4e9349edb96534cd	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_structure_policy_v1_20260729/blockers.tsv	21d50a1366da15f7bb198c2f880fc9952c59ea47207d6d2f6b285ed3f346baab	21d50a1366da15f7bb198c2f880fc9952c59ea47207d6d2f6b285ed3f346baab	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_structure_policy_v1_20260729/rank_change_summary.tsv	248b711e18b76f5479d13a96ff3ac38bc783da0271d1ddc2898dfc4a82baab21	248b711e18b76f5479d13a96ff3ac38bc783da0271d1ddc2898dfc4a82baab21	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_structure_policy_v1_20260729/scaffold_scope_changes.tsv	58a5924418f2da8ba94960551c8c4b4323135027a57e7c21694a4b7841be6fac	58a5924418f2da8ba94960551c8c4b4323135027a57e7c21694a4b7841be6fac	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_structure_policy_v1_20260729/scope_recall_at_50.tsv	09ffd55e6ba607db68c6308a60ecaf56ba8b95b3226c3e1c237cd4ba0b4154cc	09ffd55e6ba607db68c6308a60ecaf56ba8b95b3226c3e1c237cd4ba0b4154cc	true	BYTE_IDENTICAL	Exact SHA-256 match.
